locus_tag	gene	type	rv_equivalent	start	end	strand	source
Erdman_1303	mdh	CDS	Rv1240	1387734	1388724	+	ratt
Erdman_1304	vapB33	CDS	Rv1241	1388799	1389060	+	ratt
Erdman_1305	vapC33	CDS	Rv1242	1389056	1389488	+	ratt
Erdman_1306	PE_PGRS23	CDS	Rv1243c	1389510	1391199	-	ratt
Erdman_1307	lpqZ	CDS	Rv1244	1391378	1392239	+	ratt
Erdman_1308	ERv1245c	CDS	Rv1245c	1392319	1393150	-	ratt
Erdman_1309	relE	CDS	Rv1246c	1393206	1393500	-	ratt
Erdman_1310	relB	CDS	Rv1247c	1393496	1393766	-	ratt
Erdman_1311	ERv1248c	CDS	Rv1248c	1393878	1397574	-	ratt
Erdman_1312	ERv1249c	CDS	Rv1249c	1397715	1398504	-	ratt
Erdman_1313	ERv1250	CDS	Rv1250	1398700	1400440	+	ratt
Erdman_1314	ERv1251c	CDS	Rv1251c	1400342	1403762	-	ratt
Erdman_1315	lprE	CDS	Rv1252c	1403817	1404426	-	ratt
Erdman_1316	deaD	CDS	Rv1253	1404491	1406183	+	ratt
Erdman_1317	ERv1254	CDS	Rv1254	1406179	1407331	+	ratt
Erdman_1318	ERv1255c	CDS	Rv1255c	1407299	1407908	-	ratt
Erdman_1319	cyp130	CDS	Rv1256c	1407907	1409125	-	ratt
Erdman_1320	ERv1257c	CDS	Rv1257c	1409238	1410606	-	ratt
Erdman_1321	ERv1258c	CDS	Rv1258c	1410602	1411862	-	ratt
Erdman_1322	udgB	CDS	Rv1259	1411860	1412760	+	ratt
Erdman_1323	ERv1260	CDS	Rv1260	1412761	1413880	+	ratt
Erdman_1324	ERv1261c	CDS	Rv1261c	1414005	1414455	-	ratt
Erdman_1325	ERv1262c	CDS	Rv1262c	1414459	1414894	-	ratt
Erdman_1326	amiB2	CDS	Rv1263	1414952	1416341	+	ratt
Erdman_1327	ERv1264	CDS	Rv1264	1416415	1417609	+	ratt
Erdman_1328	mcr11	ncRNA	RVnc0013	1417615	1417746	-	ratt
Erdman_1329	ERv1265	CDS	Rv1265	1417781	1418462	+	ratt
Erdman_1330	pknH	CDS	Rv1266c	1418481	1420362	-	ratt
Erdman_1331	embR	CDS	Rv1267c	1420702	1421869	-	ratt
Erdman_1332	ERv1268c	CDS	Rv1268c	1422179	1422878	-	ratt
Erdman_1333	ERv1269c	CDS	Rv1269c	1423100	1423475	-	ratt
Erdman_1334	lprA	CDS	Rv1270c	1423535	1424270	-	ratt
Erdman_1335	ERv1271c	CDS	Rv1271c	1424482	1424824	-	ratt
Erdman_1336	ERv1272c	CDS	Rv1272c	1424931	1426827	-	ratt
Erdman_1337	ERv1273c	CDS	Rv1273c	1426823	1428572	-	ratt
Erdman_1338	lprB	CDS	Rv1274	1428718	1429276	+	ratt
Erdman_1339	lprC	CDS	Rv1275	1429272	1429815	+	ratt
Erdman_1340	ERv1276c	CDS	Rv1276c	1429959	1430436	-	ratt
Erdman_1341	ERv1277	CDS	Rv1277	1430685	1431939	+	ratt
Erdman_1342	ERv1278	CDS	Rv1278	1431935	1434563	+	ratt
Erdman_1343	ERv1279	CDS	Rv1279	1434583	1436170	+	ratt
Erdman_1344	oppA	CDS	Rv1280c	1436186	1437962	-	ratt
Erdman_1345	oppD	CDS	Rv1281c	1437954	1439793	-	ratt
Erdman_1346	oppC	CDS	Rv1282c	1439789	1440665	-	ratt
Erdman_1347	oppB	CDS	Rv1283c	1440661	1441639	-	ratt
Erdman_1348	canA	CDS	Rv1284	1441845	1442337	+	ratt
Erdman_1349	cysD	CDS	Rv1285	1442430	1443429	+	ratt
Erdman_1350	ERv1286	CDS	Rv1286	1443428	1445273	+	ratt
Erdman_1351	ERv1287	CDS	Rv1287	1445326	1445812	+	ratt
Erdman_1352	ERv1288	CDS	Rv1288	1445869	1447240	+	ratt
Erdman_1353	ERv1289	CDS	Rv1289	1447288	1447921	+	ratt
Erdman_1354	ERv1290c	CDS	Rv1290c	1448059	1449625	-	ratt
Erdman_1355	ERv1290A	CDS	Rv1290A	1449635	1449950	+	ratt
Erdman_1356	ERv1291c	CDS	Rv1291c	1450076	1450412	-	ratt
Erdman_1357	argV	tRNA	Rvnt18	1450770	1450843	-	ratt
Erdman_1358	argS	CDS	Rv1292	1450956	1452609	+	ratt
Erdman_1359	lysA	CDS	Rv1293	1452605	1453949	+	ratt
Erdman_1360	thrA	CDS	Rv1294	1453952	1455278	+	ratt
Erdman_1361	thrC	CDS	Rv1295	1455274	1456357	+	ratt
Erdman_1362	thrB	CDS	Rv1296	1456574	1457525	+	ratt
Erdman_1363	rho	CDS	Rv1297	1457781	1459590	+	ratt
Erdman_1364	rpmE	CDS	Rv1298	1459740	1459983	+	ratt
Erdman_1365	prfA	CDS	Rv1299	1460072	1461146	+	ratt
Erdman_1366	hemK	CDS	Rv1300	1461142	1462120	+	ratt
Erdman_1367	ERv1301	CDS	Rv1301	1462135	1462789	+	ratt
Erdman_1368	rfe	CDS	Rv1302	1462872	1464087	+	ratt
Erdman_1369	ERv1303	CDS	Rv1303	1464343	1464829	+	ratt
Erdman_1370	atpB	CDS	Rv1304	1464821	1465574	+	ratt
Erdman_1371	atpE	CDS	Rv1305	1465622	1465868	+	ratt
Erdman_1372	atpF	CDS	Rv1306	1465898	1466414	+	ratt
Erdman_1373	atpH	CDS	Rv1307	1466420	1467761	+	ratt
Erdman_1374	atpA	CDS	Rv1308	1467805	1469455	+	ratt
Erdman_1375	atpG	CDS	Rv1309	1469461	1470379	+	ratt
Erdman_1376	atpD	CDS	Rv1310	1470418	1471879	+	ratt
Erdman_1377	atpC	CDS	Rv1311	1471892	1472258	+	ratt
Erdman_1378	ERv1312	CDS	Rv1312	1472265	1472709	+	ratt
Erdman_1379	ERv1313c	CDS	Rv1313c	1472748	1474083	-	ratt
Erdman_1380	ERv1314c	CDS	Rv1314c	1474248	1474830	-	ratt
Erdman_1381	murA	CDS	Rv1315	1474898	1476155	+	ratt
Erdman_1382	mcr3	ncRNA	RVnc0021	1476196	1476320	+	ratt
Erdman_1383	rrs	rRNA	Rvnr01	1476423	1477960	+	ratt
Erdman_1384	rrl	rRNA	Rvnr02	1478235	1481373	+	ratt
Erdman_1385	rrf	rRNA	Rvnr03	1481476	1481591	+	ratt
Erdman_1386	ogt	CDS	Rv1316c	1481711	1482209	-	ratt
Erdman_1387	alkA	CDS	Rv1317c	1482205	1483696	-	ratt
Erdman_1388	ERv1318c	CDS	Rv1318c	1483776	1485402	-	ratt
Erdman_1389	ERv1319c	CDS	Rv1319c	1485471	1487070	-	ratt
Erdman_1390	acyC	CDS		1488750	1490427	-	bakta
Erdman_1391	ERv1320c	CDS	Rv1320c	1490439	1492143	-	ratt
Erdman_1392	ERv1321	CDS	Rv1321	1492204	1492885	+	ratt
Erdman_1393	ERv1322	CDS	Rv1322	1492907	1493204	+	ratt
Erdman_1394	ERv1322A	CDS	Rv1322A	1493238	1493697	-	ratt
Erdman_1395	fadA4	CDS	Rv1323	1493787	1494957	+	ratt
Erdman_1396	ERv1324	CDS	Rv1324	1495086	1496001	+	ratt
Erdman_1397	PE_PGRS24	CDS	Rv1325c	1496079	1497891	-	ratt
Erdman_1398	glgB	CDS	Rv1326c	1498042	1500238	-	ratt
Erdman_1399	glgE	CDS	Rv1327c	1500245	1502351	-	ratt
Erdman_1400	glgP	CDS	Rv1328	1502489	1505081	+	ratt
Erdman_1401	dinG	CDS	Rv1329c	1505120	1507115	-	ratt
Erdman_1402	pncB1	CDS	Rv1330c	1507138	1508485	-	ratt
Erdman_1403	ERv1331	CDS	Rv1331	1508586	1508892	+	ratt
Erdman_1404	ERv1332	CDS	Rv1332	1508851	1509508	+	ratt
Erdman_1405	ERv1333	CDS	Rv1333	1509524	1510559	+	ratt
Erdman_1406	mec	CDS	Rv1334	1510566	1511007	+	ratt
Erdman_1407	cysO	CDS	Rv1335	1511028	1511310	+	ratt
Erdman_1408	cysM	CDS	Rv1336	1511319	1512291	+	ratt
Erdman_1409	ERv1337	CDS	Rv1337	1512281	1513004	+	ratt
Erdman_1410	murI	CDS	Rv1338	1513000	1513816	+	ratt
Erdman_1411	ERv1339	CDS	Rv1339	1513842	1514664	+	ratt
Erdman_1412	rphA	CDS	Rv1340	1514680	1515460	+	ratt
Erdman_1413	ERv1341	CDS	Rv1341	1515498	1516113	+	ratt
Erdman_1414	ERv1342c	CDS	Rv1342c	1516109	1516472	-	ratt
Erdman_1415	lprD	CDS	Rv1343c	1516468	1516849	-	ratt
Erdman_1416	mbtL	CDS	Rv1344	1516893	1517214	+	ratt
Erdman_1417	mbtM	CDS	Rv1345	1517206	1518772	+	ratt
Erdman_1418	mbtN	CDS	Rv1346	1518771	1519932	+	ratt
Erdman_1419	mbtK	CDS	Rv1347c	1519898	1520531	-	ratt
Erdman_1420	leuW	tRNA	Rvnt19	1520653	1520737	+	ratt
Erdman_1421	irtA	CDS	Rv1348	1520972	1523552	+	ratt
Erdman_1422	irtB	CDS	Rv1349	1523548	1525288	+	ratt
Erdman_1423	fabG2	CDS	Rv1350	1525416	1526160	+	ratt
Erdman_1424	ERv1351	CDS	Rv1351	1526156	1526486	+	ratt
Erdman_1425	ERv1352	CDS	Rv1352	1526688	1527060	+	ratt
Erdman_1426	ERv1353c	CDS	Rv1353c	1527125	1527713	-	ratt
Erdman_1427	ERv1357c	CDS	Rv1357c	1528466	1529390	-	ratt
Erdman_1428	Erdman_1428	CDS		1529409	1529550	-	bakta
Erdman_1429	ERv1358	CDS	Rv1358	1529785	1533265	+	ratt
Erdman_1430	ERv1359	CDS	Rv1359	1533346	1534099	+	ratt
Erdman_1431	Erdman_1431	CDS		1534146	1534383	-	bakta
Erdman_1432	ERv1360	CDS	Rv1360	1534521	1535544	+	ratt
Erdman_1433	PPE19	CDS	Rv1361c	1535616	1536807	-	ratt
Erdman_1434	ERv1362c	CDS	Rv1362c	1537121	1537784	-	ratt
Erdman_1435	ERv1363c	CDS	Rv1363c	1537780	1538566	-	ratt
Erdman_1436	mcr15	ncRNA	RVnc0015	1538590	1538890	-	ratt
Erdman_1437	ERv1364c	CDS	Rv1364c	1538856	1540818	-	ratt
Erdman_1438	rsfA	CDS	Rv1365c	1540956	1541343	-	ratt
Erdman_1439	ERv1366	CDS	Rv1366	1541563	1542385	+	ratt
Erdman_1440	ERv1366A	CDS	Rv1366A	1542353	1542614	+	ratt
Erdman_1441	ERv1367c	CDS	Rv1367c	1542685	1543819	-	ratt
Erdman_1442	lprF	CDS	Rv1368	1544193	1544979	+	ratt
Erdman_1443	ERv1371	CDS	Rv1371	1545174	1546644	+	ratt
Erdman_1444	ERv1372	CDS	Rv1372	1546640	1547822	+	ratt
Erdman_1445	ERv1373	CDS	Rv1373	1547827	1548808	+	ratt
Erdman_1446	ERv1374c	CDS	Rv1374c	1548887	1549346	-	ratt
Erdman_1447	MTS1082	ncRNA	RVnc0035	1548944	1549084	+	ratt
Erdman_1448	ERv1375	CDS	Rv1375	1549647	1550967	+	ratt
Erdman_1449	ERv1376	CDS	Rv1376	1550963	1552457	+	ratt
Erdman_1450	ERv1377c	CDS	Rv1377c	1552394	1553033	-	ratt
Erdman_1451	ERv1378c	CDS	Rv1378c	1553043	1554471	-	ratt
Erdman_1452	pyrR	CDS	Rv1379	1554469	1555051	+	ratt
Erdman_1453	pyrB	CDS	Rv1380	1555047	1556007	+	ratt
Erdman_1454	pyrC	CDS	Rv1381	1556003	1557296	+	ratt
Erdman_1455	ERv1382	CDS	Rv1382	1557292	1557790	+	ratt
Erdman_1456	carA	CDS	Rv1383	1557786	1558917	+	ratt
Erdman_1457	carB	CDS	Rv1384	1558916	1562264	+	ratt
Erdman_1458	pyrF	CDS	Rv1385	1562260	1563085	+	ratt
Erdman_1459	PE15	CDS	Rv1386	1563279	1563588	+	ratt
Erdman_1460	PPE20	CDS	Rv1387	1563584	1565204	+	ratt
Erdman_1461	mihF	CDS	Rv1388	1565509	1566082	+	ratt
Erdman_1462	gmk	CDS	Rv1389	1566216	1566843	+	ratt
Erdman_1463	rpoZ	CDS	Rv1390	1566908	1567241	+	ratt
Erdman_1464	dfp	CDS	Rv1391	1567256	1568513	+	ratt
Erdman_1465	metK	CDS	Rv1392	1568640	1569852	+	ratt
Erdman_1466	ERv1393c	CDS	Rv1393c	1569924	1571403	-	ratt
Erdman_1467	cyp132	CDS	Rv1394c	1571399	1572785	-	ratt
Erdman_1468	ERv1395	CDS	Rv1395	1572862	1573897	+	ratt
Erdman_1469	PE_PGRS25	CDS	Rv1396c	1573942	1575079	-	ratt
Erdman_1470	vapC10	CDS	Rv1397c	1575926	1576328	-	ratt
Erdman_1471	vapB10	CDS	Rv1398c	1576324	1576582	-	ratt
Erdman_1472	nlhH	CDS	Rv1399c	1576664	1577624	-	ratt
Erdman_1473	lipI	CDS	Rv1400c	1577648	1578611	-	ratt
Erdman_1474	ERv1401	CDS	Rv1401	1578744	1579347	+	ratt
Erdman_1475	priA	CDS	Rv1402	1579427	1581395	+	ratt
Erdman_1476	ERv1403c	CDS	Rv1403c	1581412	1582237	-	ratt
Erdman_1477	ERv1404	CDS	Rv1404	1582405	1582888	+	ratt
Erdman_1478	ERv1405c	CDS	Rv1405c	1582959	1583784	-	ratt
Erdman_1479	fmt	CDS	Rv1406	1583980	1584919	+	ratt
Erdman_1480	fmu	CDS	Rv1407	1584915	1586289	+	ratt
Erdman_1481	rpe	CDS	Rv1408	1586313	1587012	+	ratt
Erdman_1482	ribG	CDS	Rv1409	1587008	1588028	+	ratt
Erdman_1483	ERv1410c	CDS	Rv1410c	1588024	1589581	-	ratt
Erdman_1484	lprG	CDS	Rv1411c	1589586	1590297	-	ratt
Erdman_1485	ribC	CDS	Rv1412	1590381	1590987	+	ratt
Erdman_1486	ERv1413	CDS	Rv1413	1591200	1591716	+	ratt
Erdman_1487	ERv1414	CDS	Rv1414	1591705	1592107	+	ratt
Erdman_1488	ribA2	CDS	Rv1415	1592211	1593489	+	ratt
Erdman_1489	ribH	CDS	Rv1416	1593485	1593968	+	ratt
Erdman_1490	ERv1417	CDS	Rv1417	1593964	1594429	+	ratt
Erdman_1491	lprH	CDS	Rv1418	1594453	1595140	+	ratt
Erdman_1492	ERv1419	CDS	Rv1419	1595319	1595793	+	ratt
Erdman_1493	uvrC	CDS	Rv1420	1595856	1597797	+	ratt
Erdman_1494	ERv1421	CDS	Rv1421	1597793	1598699	+	ratt
Erdman_1495	ERv1422	CDS	Rv1422	1598695	1599724	+	ratt
Erdman_1496	whiA	CDS	Rv1423	1599720	1600698	+	ratt
Erdman_1497	ERv1424c	CDS	Rv1424c	1600707	1601469	-	ratt
Erdman_1498	ERv1425	CDS	Rv1425	1601472	1602852	+	ratt
Erdman_1499	lipO	CDS	Rv1426c	1602873	1604136	-	ratt
Erdman_1500	fadD12	CDS	Rv1427c	1604135	1605743	-	ratt
Erdman_1501	ERv1428c	CDS	Rv1428c	1605746	1606574	-	ratt
Erdman_1502	ERv1429	CDS	Rv1429	1606692	1607961	+	ratt
Erdman_1503	PE16	CDS	Rv1430	1608200	1609787	+	ratt
Erdman_1504	ERv1431	CDS	Rv1431	1609897	1611667	+	ratt
Erdman_1505	ERv1432	CDS	Rv1432	1611663	1613085	+	ratt
Erdman_1506	ERv1433	CDS	Rv1433	1613248	1614064	+	ratt
Erdman_1507	ERv1434	CDS	Rv1434	1614070	1614214	+	ratt
Erdman_1508	ERv1435c	CDS	Rv1435c	1614162	1614792	-	ratt
Erdman_1509	gap	CDS	Rv1436	1615148	1616168	+	ratt
Erdman_1510	pgk	CDS	Rv1437	1616170	1617409	+	ratt
Erdman_1511	tpi	CDS	Rv1438	1617405	1618191	+	ratt
Erdman_1512	tetR	CDS		1618206	1618434	-	bakta
Erdman_1513	ERv1439c	CDS	Rv1439c	1618802	1619228	-	ratt
Erdman_1514	Erdman_1514	CDS		1619406	1619571	+	bakta
Erdman_1515	secG	CDS	Rv1440	1619678	1619912	+	ratt
Erdman_1516	PE_PGRS26	CDS	Rv1441c	1620050	1621526	-	ratt
Erdman_1517	bisC	CDS	Rv1442	1621632	1623933	+	ratt
Erdman_1518	ERv1443c	CDS	Rv1443c	1624048	1624534	-	ratt
Erdman_1519	Erdman_1519	CDS		1624609	1624849	+	bakta
Erdman_1520	Erdman_1520	CDS		1624965	1625079	-	bakta
Erdman_1521	ERv1444c	CDS	Rv1444c	1625128	1625539	-	ratt
Erdman_1522	devB	CDS	Rv1445c	1625555	1626299	-	ratt
Erdman_1523	opcA	CDS	Rv1446c	1626295	1627207	-	ratt
Erdman_1524	zwf2	CDS	Rv1447c	1627259	1628804	-	ratt
Erdman_1525	tal	CDS	Rv1448c	1628800	1629922	-	ratt
Erdman_1526	tkt	CDS	Rv1449c	1629938	1632041	-	ratt
Erdman_1527	PE_PGRS27	CDS	Rv1450c	1632479	1636703	-	ratt
Erdman_1528	ERv1451	CDS	Rv1451	1637104	1638031	+	ratt
Erdman_1529	PE_PGRS28	CDS	Rv1452c	1638079	1640293	-	ratt
Erdman_1530	ERv1453	CDS	Rv1453	1640444	1641710	+	ratt
Erdman_1531	qor	CDS	Rv1454c	1641737	1642724	-	ratt
Erdman_1532	ERv1455	CDS	Rv1455	1642743	1643607	+	ratt
Erdman_1533	ERv1456c	CDS	Rv1456c	1643556	1644489	-	ratt
Erdman_1534	ERv1457c	CDS	Rv1457c	1644600	1645386	-	ratt
Erdman_1535	ERv1458c	CDS	Rv1458c	1645382	1646324	-	ratt
Erdman_1536	ERv1459c	CDS	Rv1459c	1646479	1648255	-	ratt
Erdman_1537	ERv1460	CDS	Rv1460	1648302	1649109	+	ratt
Erdman_1538	ERv1461	CDS	Rv1461	1649105	1651646	+	ratt
Erdman_1539	ERv1462	CDS	Rv1462	1651642	1652836	+	ratt
Erdman_1540	ERv1463	CDS	Rv1463	1652832	1653633	+	ratt
Erdman_1541	csd	CDS	Rv1464	1653634	1654888	+	ratt
Erdman_1542	ERv1465	CDS	Rv1465	1654884	1655373	+	ratt
Erdman_1543	ERv1466	CDS	Rv1466	1655347	1655695	+	ratt
Erdman_1544	fadE15	CDS	Rv1467c	1655789	1657619	-	ratt
Erdman_1545	PE_PGRS29	CDS	Rv1468c	1657725	1658838	-	ratt
Erdman_1546	ctpD	CDS	Rv1469	1659079	1661053	+	ratt
Erdman_1547	trxA	CDS	Rv1470	1661096	1661471	+	ratt
Erdman_1548	trxB1	CDS	Rv1471	1661486	1661858	+	ratt
Erdman_1549	echA12	CDS	Rv1472	1661879	1662737	+	ratt
Erdman_1550	ERv1473	CDS	Rv1473	1662772	1664401	+	ratt
Erdman_1551	ERv1473A	CDS	Rv1473A	1664497	1664689	+	ratt
Erdman_1552	ERv1474c	CDS	Rv1474c	1664757	1665321	-	ratt
Erdman_1553	acn	CDS	Rv1475c	1665331	1668163	-	ratt
Erdman_1554	ERv1476	CDS	Rv1476	1668320	1668881	+	ratt
Erdman_1555	ripA	CDS	Rv1477	1669106	1670525	+	ratt
Erdman_1556	ERv1478	CDS	Rv1478	1670535	1671261	+	ratt
Erdman_1557	moxR1	CDS	Rv1479	1671399	1672533	+	ratt
Erdman_1558	ERv1480	CDS	Rv1480	1672529	1673483	+	ratt
Erdman_1559	ERv1481	CDS	Rv1481	1673493	1674501	+	ratt
Erdman_1560	ERv1482c	CDS	Rv1482c	1674573	1675416	-	ratt
Erdman_1561	fabG1	CDS	Rv1483	1675556	1676300	+	ratt
Erdman_1562	inhA	CDS	Rv1484	1676318	1677128	+	ratt
Erdman_1563	hemZ	CDS	Rv1485	1677133	1678168	+	ratt
Erdman_1564	ERv1486c	CDS	Rv1486c	1678133	1679000	-	ratt
Erdman_1565	ERv1487	CDS	Rv1487	1679057	1679492	+	ratt
Erdman_1566	ERv1488	CDS	Rv1488	1679513	1680608	+	ratt
Erdman_1567	ERv1489	CDS	Rv1489	1680670	1681027	+	ratt
Erdman_1568	ERv1489A	CDS	Rv1489A	1681060	1681291	+	ratt
Erdman_1569	ERv1490	CDS	Rv1490	1681440	1682748	+	ratt
Erdman_1570	ERv1491c	CDS	Rv1491c	1683326	1684085	-	ratt
Erdman_1571	mutA	CDS	Rv1492	1684275	1686123	+	ratt
Erdman_1572	mutB	CDS	Rv1493	1686123	1688376	+	ratt
Erdman_1573	mazE4	CDS	Rv1494	1688389	1688692	+	ratt
Erdman_1574	mazF4	CDS	Rv1495	1688688	1689006	+	ratt
Erdman_1575	ERv1496	CDS	Rv1496	1689002	1690007	+	ratt
Erdman_1576	lipL	CDS	Rv1497	1690059	1691349	+	ratt
Erdman_1577	ERv1498c	CDS	Rv1498c	1691421	1692039	-	ratt
Erdman_1578	ERv1498A	CDS	Rv1498A	1692252	1692465	-	ratt
Erdman_1579	ERv1499	CDS	Rv1499	1692525	1692924	+	ratt
Erdman_1580	ERv1500	CDS	Rv1500	1692968	1693997	+	ratt
Erdman_1581	ERv1501	CDS	Rv1501	1694008	1694830	+	ratt
Erdman_1582	ERv1502	CDS	Rv1502	1695042	1695942	+	ratt
Erdman_1583	Erdman_1583	CDS		1696114	1696555	-	bakta
Erdman_1584	rffA	CDS		1696663	1697227	-	bakta
Erdman_1585	ERv1505c	CDS	Rv1505c	1697399	1698065	-	ratt
Erdman_1586	ERv1506c	CDS	Rv1506c	1698061	1698562	-	ratt
Erdman_1587	ERv1507c	CDS	Rv1507c	1698845	1699541	-	ratt
Erdman_1588	ERv1507A	CDS	Rv1507A	1699474	1699978	+	ratt
Erdman_1589	ERv1508c	CDS	Rv1508c	1700213	1702013	-	ratt
Erdman_1590	ERv1508A	CDS	Rv1508A	1701984	1702347	+	ratt
Erdman_1591	ERv1509	CDS	Rv1509	1702330	1703212	+	ratt
Erdman_1592	ERv1510	CDS	Rv1510	1703413	1704712	+	ratt
Erdman_1593	gmdA	CDS	Rv1511	1705192	1706215	+	ratt
Erdman_1594	epiA	CDS	Rv1512	1706211	1707180	+	ratt
Erdman_1595	ERv1513	CDS	Rv1513	1707176	1707908	+	ratt
Erdman_1596	ERv1514c	CDS	Rv1514c	1707925	1708714	-	ratt
Erdman_1597	ERv1515c	CDS	Rv1515c	1708748	1709645	-	ratt
Erdman_1598	ERv1516c	CDS	Rv1516c	1709647	1710658	-	ratt
Erdman_1599	ERv1517	CDS	Rv1517	1710989	1711754	+	ratt
Erdman_1600	ERv1518	CDS	Rv1518	1711762	1712722	+	ratt
Erdman_1601	ERv1519	CDS	Rv1519	1712851	1713121	+	ratt
Erdman_1602	ERv1520	CDS	Rv1520	1713146	1714187	+	ratt
Erdman_1603	fadD25	CDS	Rv1521	1714420	1716172	+	ratt
Erdman_1604	mmpL12	CDS	Rv1522c	1716290	1719731	-	ratt
Erdman_1605	ERv1523	CDS	Rv1523	1719771	1720815	+	ratt
Erdman_1606	ERv1524	CDS	Rv1524	1720844	1722089	+	ratt
Erdman_1607	wbbL2	CDS	Rv1525	1722135	1722921	+	ratt
Erdman_1608	ERv1526c	CDS	Rv1526c	1722898	1724179	-	ratt
Erdman_1609	pks5	CDS	Rv1527c	1724201	1730528	-	ratt
Erdman_1610	papA4	CDS	Rv1528c	1731071	1731569	-	ratt
Erdman_1611	fadD24	CDS	Rv1529	1731620	1733375	+	ratt
Erdman_1612	adh	CDS	Rv1530	1733491	1734595	+	ratt
Erdman_1613	ERv1531	CDS	Rv1531	1734591	1735158	+	ratt
Erdman_1614	ERv1532c	CDS	Rv1532c	1735234	1735669	-	ratt
Erdman_1615	ERv1533	CDS	Rv1533	1735728	1736856	+	ratt
Erdman_1616	ERv1534	CDS	Rv1534	1736852	1737530	+	ratt
		regulatory		1737627	1737797	+	bakta
Erdman_1617	ERv1535	CDS	Rv1535	1738094	1738331	+	ratt
Erdman_1618	ileS	CDS	Rv1536	1738637	1741763	+	ratt
Erdman_1619	dinX	CDS	Rv1537	1741974	1743366	+	ratt
Erdman_1620	ansA	CDS	Rv1538c	1743330	1744311	-	ratt
Erdman_1621	lspA	CDS	Rv1539	1744362	1744971	+	ratt
Erdman_1622	ERv1540	CDS	Rv1540	1744963	1745890	+	ratt
Erdman_1623	lprI	CDS	Rv1541c	1745896	1746490	-	ratt
Erdman_1624	glbN	CDS	Rv1542c	1746544	1746955	-	ratt
Erdman_1625	ERv1543	CDS	Rv1543	1747182	1748208	+	ratt
Erdman_1626	ERv1544	CDS	Rv1544	1748212	1749016	+	ratt
Erdman_1627	ERv1545	CDS	Rv1545	1749037	1749265	+	ratt
Erdman_1628	ERv1546	CDS	Rv1546	1749313	1749745	+	ratt
Erdman_1629	dnaE1	CDS	Rv1547	1749812	1753367	+	ratt
Erdman_1630	PPE21	CDS	Rv1548c	1753415	1755452	-	ratt
Erdman_1631	fadD11	CDS	Rv1550	1755835	1757551	+	ratt
Erdman_1632	plsB1	CDS	Rv1551	1757564	1759430	+	ratt
Erdman_1633	Erdman_1633	CDS		1759557	1759791	+	bakta
Erdman_1634	frdA	CDS	Rv1552	1759800	1761552	+	ratt
Erdman_1635	frdB	CDS	Rv1553	1761554	1762298	+	ratt
Erdman_1636	frdC	CDS	Rv1554	1762294	1762675	+	ratt
Erdman_1637	frdD	CDS	Rv1555	1762671	1763049	+	ratt
Erdman_1638	ERv1556	CDS	Rv1556	1763116	1763725	+	ratt
Erdman_1639	mmpL6	CDS	Rv1557	1763863	1765057	+	ratt
Erdman_1640	ERv1558	CDS	Rv1558	1765066	1765513	+	ratt
Erdman_1641	ilvA	CDS	Rv1559	1765547	1766837	+	ratt
Erdman_1642	vapB11	CDS	Rv1560	1766874	1767093	+	ratt
Erdman_1643	vapC11	CDS	Rv1561	1767098	1767503	+	ratt
Erdman_1644	treZ	CDS	Rv1562c	1767519	1769262	-	ratt
Erdman_1645	treY	CDS	Rv1563c	1769254	1771552	-	ratt
Erdman_1646	treX	CDS	Rv1564c	1771555	1773721	-	ratt
Erdman_1647	ERv1565c	CDS	Rv1565c	1773759	1775949	-	ratt
Erdman_1648	ERv1566c	CDS	Rv1566c	1776047	1776740	-	ratt
Erdman_1649	ERv1567c	CDS	Rv1567c	1776979	1777264	-	ratt
Erdman_1650	bioA	CDS	Rv1568	1777511	1778825	+	ratt
Erdman_1651	bioF1	CDS	Rv1569	1778821	1779982	+	ratt
Erdman_1652	bioD	CDS	Rv1570	1779978	1780659	+	ratt
Erdman_1653	ERv1571	CDS	Rv1571	1780658	1781168	+	ratt
Erdman_1654	ERv1588c	CDS	Rv1588c	1782040	1782709	-	ratt
Erdman_1655	bioB	CDS	Rv1589	1783156	1784206	+	ratt
Erdman_1656	ERv1590	CDS	Rv1590	1784206	1784446	+	ratt
Erdman_1657	ERv1591	CDS	Rv1591	1784442	1785108	+	ratt
Erdman_1658	ERv1592c	CDS	Rv1592c	1785272	1786613	-	ratt
Erdman_1659	ERv1593c	CDS	Rv1593c	1786869	1787580	-	ratt
Erdman_1660	nadA	CDS	Rv1594	1787628	1788678	+	ratt
Erdman_1661	nadB	CDS	Rv1595	1788677	1790261	+	ratt
Erdman_1662	nadC	CDS	Rv1596	1790260	1791118	+	ratt
Erdman_1663	ERv1597	CDS	Rv1597	1791166	1791925	+	ratt
Erdman_1664	ERv1598c	CDS	Rv1598c	1791945	1792356	-	ratt
Erdman_1665	hisD	CDS	Rv1599	1792455	1793772	+	ratt
Erdman_1666	hisC1	CDS	Rv1600	1793768	1794911	+	ratt
Erdman_1667	hisB	CDS	Rv1601	1794907	1795540	+	ratt
Erdman_1668	hisH	CDS	Rv1602	1795536	1796157	+	ratt
Erdman_1669	hisA	CDS	Rv1603	1796166	1796904	+	ratt
Erdman_1670	impA	CDS	Rv1604	1796911	1797724	+	ratt
Erdman_1671	hisF	CDS	Rv1605	1797725	1798529	+	ratt
Erdman_1672	hisI	CDS	Rv1606	1798525	1798873	+	ratt
